review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R3NLYC1K7UPKNW,1,11,17,N,N
R2EHGO9D7U6V04,5,0,0,N,Y
R12MZURH0MR6EL,4,0,0,N,N
R9ZD56W8ZIGBK,1,0,0,N,N
R1E2DUFFCV3NVN,2,5,5,N,N
RTZT9ILPA7F99,5,0,0,N,Y
R1H5QQYEJKZVLW,3,0,0,N,Y
R1QIJZR3TN7B0H,5,0,0,N,Y
R9JI2W62P3KSH,1,2,2,N,Y
R25GGYZE960EC8,5,1,1,N,Y
R25Q5ZHL9IP07C,5,0,0,N,Y
R3D3FMQK06NJEX,5,3,3,N,Y
R2E34JO1A7A8DX,5,2,4,N,N
R2LHVWUTV5VJXF,5,0,3,N,Y
R3R68WYOBSDTJP,3,1,1,N,Y
R75EO32EO4LX2,5,2,3,N,Y
R2ZP0OD1O9D6R1,5,0,0,N,Y
R2SX2IWU6NSX8N,3,0,8,N,Y
R3G5V2SAXKH708,1,1,1,N,N
R11HY9FQB2U7VI,1,1,1,N,N
RSD1GFQ44X2SL,5,0,0,N,N
RK1L7F9HDZCB8,1,0,1,N,Y
R1ZCRYKMHB9SAK,5,0,1,N,Y
R3JSTCQVG7ZVI5,5,0,0,N,Y
R24MWLSJQS617X,1,2,2,N,N
R1MH3HSN0HNQL3,1,9,10,N,N
R1IR3SM1OVN6YP,1,0,1,N,Y
RXPK9JINQLO95,5,0,0,N,N
R2X48EC80OY87O,2,0,0,N,Y
R24RJCHZPD15WH,2,1,1,N,Y
R3FH9MHAO8LI0M,5,0,0,N,Y
R29NAKZ0MXZB9F,5,0,0,N,Y
R2M530NEV275BY,1,0,0,N,Y
R1FU3QPA1IFUM4,1,0,0,N,N
R38L1NT334XZOH,3,1,1,N,Y
RZABHX5HPMHPA,3,0,0,N,N
R13VMS97EXR3MU,5,0,0,N,N
R5KOP52TIPX2Z,5,5,5,N,Y
R2H5EQ5TF9ZNZ6,5,0,0,N,Y
RUURXAV471MX6,5,0,0,N,Y
R33SJGGEST7JEP,4,0,0,N,Y
RTF9NW60P53MO,5,0,0,N,Y
RF877NX6QJUV4,5,39,41,N,Y
RG8D7FQFNNNPH,1,0,0,N,Y
R5ZELVWJT4D1B,5,0,0,N,Y
R2FPD36VEUN9AJ,4,1,1,N,N
R2KR3TP48VGC3L,4,0,0,N,N
R2H3RXQEBNSSOW,5,0,0,N,Y
R3BRRAXXW2L0CI,4,0,0,N,Y
R2VR483A73WVTW,3,0,0,N,N
R30IGO5LJIPVK9,5,0,0,N,Y
R1FKJMLC7BIINR,1,0,0,N,Y
R2FJLWMDCV7I89,1,1,1,N,Y
R37U1K1TU3EP3F,5,0,1,N,N
R1B4UCPLZUSATU,5,1,1,N,Y
R1YM8GMQ4WTRK9,1,0,0,N,Y
R2NAHGVQ20VY0M,5,0,0,N,Y
RPYL9352CM9V8,5,0,0,N,N
RPGJGSMEV5JB4,1,3,5,N,N
R21D3X3EUFWWT3,1,0,0,N,Y
R31561NTUOCCH8,4,0,1,N,Y
RL51ZF0IMYWD3,5,4,4,N,N
R3CSPQCLJWV4R0,5,35,37,N,Y
R281FYO9VLKQEV,5,0,0,N,Y
R3UUB7IP3HZMS5,5,0,0,N,Y
R28XKF9RUN8PZ5,5,14,18,N,Y
R3KZCTCTCSUO0J,5,0,0,N,Y
R2XI2U1DF6LMG3,5,0,1,N,Y
R3FQON92GXSB6I,5,3,3,N,Y
R306SLTC86NBCX,4,0,1,N,Y
RVPNCBLDFDF4N,5,0,0,N,Y
R29YZ3ILFQ4LMP,5,0,0,N,Y
R3KFR85928KW4H,5,0,0,N,Y
R1P9J9HYTBXW8H,5,0,0,N,Y
R2VN30Z7PCHHGL,5,0,0,N,Y
R3QIE97BSX5VX4,5,0,0,N,N
R1RXQVLWDEW5UW,5,0,0,N,N
R5Z17PM2NW32Q,5,12,14,N,Y
RVJ0RFEW1VYW1,1,12,13,N,N
RRRV3QYP8YTB7,5,25,25,N,Y
R157JTV44EYT6B,5,2,2,N,Y
R2OV6N1HMOPDGX,5,0,0,N,Y
R1D2WHHKA4NZWT,5,0,0,N,Y
R32BKJ1416FFTI,1,5,5,N,N
R370WD5UYMJMOM,1,21,24,N,N
R16Z7QGJC2K7Z2,5,0,0,N,Y
R9JJ66WZW84UB,5,0,0,N,Y
R388FP4XY28WOU,5,1,1,N,Y
RMP1K2FAF1C8Y,4,0,0,N,Y
R1BZFNYXP4L5OI,4,7,14,N,Y
R1GEA6TSQSSQKV,1,1,1,N,N
R19NBI9RZ6LYJ4,5,0,0,N,Y
R2T1178BUN5IST,4,1,1,N,N
RCG5ANPWCL2DP,5,0,0,N,Y
R2HX3KJ8NXY637,4,0,0,N,N
R3JP1CEDNOPFG6,5,0,0,N,Y
R348AGJRTJ4RGR,4,4,5,Y,N
R9F2NJX5II5LA,3,0,0,N,N
R3AJWODKP7A1I6,5,0,0,N,Y
R2V98JGSSIZ0CC,2,3,11,N,Y
R3CKPQST6BL1R7,4,2,3,N,N
R35OL06WCKNSEB,3,0,0,N,Y
R27ZPWVDFVAVDE,5,0,0,N,Y
R18WIB5SOD09SF,5,0,0,N,Y
R3OFEZCAFJLQJS,5,0,0,N,Y
RV9A4AZD4VOSS,1,1,2,N,N
R1H7JPGYR74Q07,5,0,0,N,Y
R5OUN9IAQX579,4,0,0,N,Y
R2IPRH92T5A1EN,2,0,0,N,Y
R1Z0N1ZWB2FHE1,5,0,0,N,Y
R2MTXTUMJOAD18,5,0,0,N,Y
R2CNLY30FLRZMG,5,9,11,N,N
R1HO49E4JZ6YE6,4,0,0,N,N
R3JKT8VVTGUORM,4,0,0,N,Y
R3B024JTQA9T30,2,0,0,N,N
R1Z77H0EGDO1O6,5,0,0,N,Y
R1FRWVOQZWYNDG,5,0,1,N,N
R2CJYXJVSTFFLO,1,0,0,N,N
R2ITUECYX4D0LM,5,1,1,N,Y
R3GXJNGDHS30TU,5,1,2,N,Y
R16AI5EI7GSI5P,5,0,0,N,Y
R261PT6HGL2KB1,5,1,1,N,N
R1H9QA8WO8Q9HX,5,1,8,N,Y
R1KRNAD1R8TWTZ,5,1,2,N,Y
R24A178C7UVLIL,5,0,1,N,N
R35YA0FBT4QD9D,5,0,0,N,Y
R280MNY6JXZF3L,5,0,0,N,Y
R2FXIVFK807BRR,5,8,10,N,Y
R22OY306PNZ2FK,1,1,5,N,Y
R2G5M6FB3JRQO1,1,1,4,N,Y
R1V9PG6LUIGGNI,5,9,11,N,Y
R2XNCJ5MHFH5Q1,5,0,0,N,Y
R3QE8H4EAEL303,1,3,9,N,N
R17T12MNEVWL16,5,0,1,N,Y
R1ORMJIJQUQL7S,1,1,1,N,N
R3ICNTZ54W5B48,3,0,0,N,Y
R28BOQ50IEPM02,5,2,2,N,Y
R1DIHRVSUR04M3,4,0,1,N,N
R392NDD845K0ZR,5,0,0,N,Y
R3CI4ZBGJPLNPG,1,10,11,N,N
R3PAA8RJJ2U6N4,4,0,0,N,Y
R3E68W866JBNRA,5,11,12,N,N
R2X4MWWYRD3TN7,4,0,0,N,Y
R3LSEH1TQ6TFUG,4,0,0,N,Y
R3F6M48L3QY8Q,5,0,0,N,N
R3CO350NZDF9Y4,5,2,2,N,Y
R2EAIQADIE59KD,5,0,0,N,Y
R1GW5UJJCZRUPU,5,0,0,N,Y
R1G7YHCNRRMJ67,5,0,0,N,N
R35NL0QYTXTITX,5,0,0,N,Y
R2WG0YGKQV9VYY,5,2,2,N,N
R29ET8ESBRZP9U,5,0,0,N,Y
R43A9C34A75GP,1,10,11,N,Y
R32F7X248CEOS7,5,0,0,N,Y
R1O3JI2OHU4TMM,5,0,0,N,Y
R15K7CG09R85H,5,0,0,N,Y
R3VMSTKBMQWSEN,3,0,0,N,Y
RTD13IE9JAK9X,3,1,1,N,Y
R2JRXUUVRHCSCE,5,0,0,N,Y
R1B36SW79EGKLG,1,2,2,N,Y
R1FE9ZTEO9XM7L,5,16,18,Y,N
R3P6KLK6KKNOGZ,5,15,15,N,Y
R1PTCMGBZR4UBY,5,0,1,N,Y
RWTDBYTJA5MC4,4,1,1,N,Y
R2Q2NKZC4LQ1M5,5,0,0,N,Y
R1CPVAHRGBABLN,5,0,0,N,Y
R3IN544MJDPUW4,5,0,0,N,Y
R114K7NISRPT59,5,0,0,N,Y
RW8IG2AHBMDD4,5,0,0,N,Y
R1HWPC3MH2FJRS,5,0,0,N,Y
R2TMFLBJ7OG7XN,4,1,1,N,Y
R3NA5M1US1XWAJ,1,2,2,N,Y
RG90NN9I8UF5Z,4,0,0,N,Y
R11F1W81LUBFLZ,5,3,3,N,Y
R1GUQYAHBQ3988,5,0,0,N,N
R35LR5014V1Z0K,5,1,2,N,N
RS0QEB0WF6XF1,1,2,3,N,Y
R1J1ZU0FTP6C74,1,8,9,N,N
R8RKDE9YWX9W8,2,0,0,N,Y
R1FUHSE85AU33,4,0,0,N,Y
R18VNUNX0B812G,1,2,5,N,Y
R7DQJMUCM9L4E,4,0,0,N,Y
RQ2IEZ3ZDKRET,1,2,2,N,N
R1P3NJ60H9FOII,5,1,1,N,Y
R2V9A4A4MXDOUA,2,0,0,N,N
R1R6Z74DSYMQJ1,5,0,0,N,Y
R3IAF7SQW000IZ,5,0,0,N,Y
R11CDK5JYZTZ0S,5,0,0,N,N
R2HCFRTA6VSKTV,5,5,6,N,Y
R29FLYPLEKGMBM,2,0,0,N,Y
R39JZ0ZQDEC2YW,4,2,2,N,Y
R3LRK5UQND4DZW,5,0,0,N,Y
R2N92HOTK7C8SF,1,0,0,N,Y
R3QHDRF7901LVO,5,0,0,N,Y
R1WVTB0J3MZ53T,1,1,1,N,N
R176QRLXW8N1C,5,5,5,N,Y
R3OLUZ8W1ZD64B,5,0,0,N,N
RRUKVCC84HXG1,5,0,0,N,Y
R2A5759OJ3ZL1B,5,0,0,N,Y
RK3CN4AAXSTZB,5,2,5,N,Y
R3FN1EXKB7M906,5,0,0,N,N
R2XAXWW8MVLAIC,2,1,2,N,Y
R15YJ9F8ASYTDQ,5,0,0,N,Y
RRSDNS4ZE7K13,1,0,0,N,Y
R39W6VSCKANK2U,5,0,0,N,Y
R3SCVQ3MFDQMA3,4,0,0,N,Y
R1E5LX9E95Q3BN,2,0,0,N,N
R11JXX0FUN48GY,2,1,3,N,N
R22XWSIDEJ8PH1,5,1,1,N,N
R36YR5U41R6949,5,0,0,N,N
RN3GWH8OTEW2H,1,1,1,N,N
R2BNX7RG5WAB4G,5,0,0,N,N
R3AEJP0XL6FBRS,4,2,4,N,N
R2BLKWX95JZQ5G,4,0,0,N,N
R2I5F3FRM2QSHD,5,0,0,N,Y
RSMV6MW4NM200,3,33,39,N,N
R30CM3I6P6QSVY,5,0,1,N,Y
R1U0V5KSQ474EE,5,0,0,N,Y
R2DZPB9WLXX3R4,5,0,0,N,Y
R18A4WKKHRT1VH,4,1,1,N,N
R1TT7XY8T29X14,4,5,5,N,Y
RP7A4XNP8LEN,5,0,0,N,Y
R1CFU6HC7ZZNSA,1,3,5,N,N
R1Q00TNLP1XZAH,1,2,3,N,N
R31K6A54Z7OCX1,4,0,1,N,N
R28Z4O4B5I1CUP,4,3,4,N,Y
R23OT7B3DPW4U0,5,1,1,N,Y
R1K2MPGNLRSKFA,3,0,0,N,Y
R2BW13XJLVU6DY,4,1,1,N,Y
R3IKOX4ESQB7SR,5,0,0,N,Y
R2AHBZ0SFTY3FT,4,3,3,N,N
R1YNYZWD3VEDAG,5,1,1,N,Y
R6WU8IWTU1K4K,5,0,0,N,N
R1T0VKVAY4HSQJ,5,0,0,N,Y
RZOJ3JUK3O5TC,4,6,6,N,Y
R7M22UL4JQ7NS,5,0,0,N,Y
R2K1CY3E6VG1E,5,2,3,N,Y
RTNBGJQ8F945K,5,0,0,N,Y
R85USU8741TYZ,5,0,0,N,Y
R1ZG531GQ6VMP1,1,5,5,N,N
R3EEWGJM0AGTF1,4,0,0,N,Y
R2Z4GB7X5I00CK,4,0,0,N,N
R31YQD9ZQKQBZ6,5,1,1,N,Y
R1CV24B3PQEBOO,5,0,0,N,Y
RM05RDX151CTE,4,0,0,N,N
R17E25NN5JGPCY,5,0,0,N,Y
R1GQYDFVFG8B25,5,0,0,N,Y
R1HMEEGQSLYAZ5,4,0,0,N,Y
RJAQ6CXM8VS46,5,0,0,N,Y
R2RIWFWO0UBMGN,5,0,0,N,Y
R3LU44SEK5280H,4,0,0,N,Y
R1RYKT9CLUYNKQ,5,0,0,N,Y
R1SLMMFFKWGZ0P,5,0,0,N,Y
RC79Y0Y6CO9UR,4,0,0,N,Y
R2VKXY0O1EN2FJ,5,1,1,N,N
R3SQF92YBBS9H5,1,0,0,N,Y
R2ZC0D8EID31MY,4,0,0,N,Y
R3KWNXD6EQ15QY,5,0,0,N,Y
R2QMCTMHRV218Q,1,0,0,N,N
R35RDYA1TZFLTW,5,0,0,N,Y
R3D07BXIY8DFVG,5,0,0,N,Y
R12SRXSZUQ6VQR,5,0,0,N,N
R3P4XBXNWT3GNN,5,1,1,N,Y
RXBDUCXGL1M5W,4,0,0,N,Y
R8OZC82JEZT6X,4,1,1,N,N
R2MP988B28JBQ3,2,2,2,N,N
RXJBMECY5ATVV,5,0,0,N,N
R1L55OY9R091PE,4,0,0,N,Y
R1HIXDPCOHTJYX,4,0,0,N,Y
R8YU6P3AH94SJ,5,0,0,N,Y
R25V8C45EFKUH,1,1,1,N,N
R23WUCH8J0XFIJ,3,0,0,N,Y
RJFSAJMHFDXC8,5,0,0,N,N
R270XZMO21A64U,2,0,0,N,N
R2CQIO8DL805PY,5,0,0,N,Y
ROFF61GZ3ZLRV,5,0,0,N,Y
R2OTW1QOPTALCZ,5,0,0,N,Y
R3FGE8KUNE7T8N,4,21,24,N,Y
R2RSAXZ8Q4ZOHM,5,0,0,N,Y
R3UI35KX8O3MPE,5,0,0,N,Y
RDXBYD6UTT87U,1,0,0,N,Y
RTRSWS8MYR29F,4,1,2,N,Y
R1GNN5NPMI2VKM,5,1,1,N,Y
R4SXPL7F5C6TI,5,1,1,N,Y
R38ZT792ZWBR5I,4,0,0,N,Y
R3LF9TZJYO6Y5I,5,0,0,N,Y
RDRNVT9YLBQWU,4,0,1,N,Y
R33R2UEU99R8AA,5,0,1,N,Y
R1J5S2HG49ONKX,3,2,2,N,Y
R2AIU3MLMEBWBR,5,0,0,N,Y
RURTNDIS8VJ40,1,3,4,N,N
R51S84Y1LRRZK,5,0,0,N,N
R2MJEF55KRYAF6,5,0,1,N,Y
RZ7UJQIE1JQ7G,2,0,0,N,Y
R3OLPLLVLOXVXE,4,1,1,N,Y
RBMRDH6L6EG0I,5,21,22,N,Y
RIYFNYHQCV2FR,3,1,1,N,Y
R20FSB40XG67BZ,5,7,7,N,Y
R23NLKXV5NYAU2,4,0,0,N,Y
R3JMMLC4FK02WB,4,3,3,N,Y
R234I9MFGZIJ5,5,0,0,N,Y
R113DPNHDEHA4S,1,14,15,N,N
RF4JC46GIND79,4,1,1,N,N
R14962IR8CDQDR,5,0,0,N,Y
R1OMBYRU4EC2QM,4,6,6,N,N
RJQ1Z5D8P45NM,4,0,1,N,N
RC6CXZ9R6CUYK,3,0,0,N,Y
R2B4KSHMJ7BNR9,5,5,5,N,N
R1MVBVZ5JQP6NG,5,0,0,N,Y
R3BETRL70P4I03,5,0,0,N,Y
R2Q1DLGSMCJSUR,1,0,0,N,N
R1DIZ1XBKXMY2R,5,0,0,N,Y
R2B3MYLMG55VWZ,5,56,60,N,Y
R2X29I05LJOL4A,1,0,1,N,N
R3DV8AF8HX5C6J,4,0,0,N,Y
RBF04WE3CICAB,1,0,0,N,Y
R1YT3WPI23N384,5,0,0,N,Y
R8VRFM0UNWRCZ,5,0,0,N,N
R3KCMYJE108J8X,4,4,4,N,Y
R3P51XLDFYM5JH,3,3,4,N,Y
RJR1T3QIEOIWZ,2,0,0,N,N
RGBQ5UT73IAG5,4,0,0,N,Y
R23DH15TQ7CF9H,4,0,1,N,N
R2LQT4NMUS81TR,1,7,7,N,N
R226AOW6WHGM5A,5,0,0,N,Y
R1K7HMGVFQOPVZ,1,3,4,N,N
R2JT8RI8VYBNVW,1,1,1,N,N
R2MYZ2IQKA1RM8,5,1,2,N,Y
R25G2HCRS5AEY0,1,0,0,N,N
R1P9ZZJI0PSGG1,5,13,13,N,Y
RPLPU4V43A8VO,5,1,1,Y,N
R3FFULND0VM2GE,5,0,0,N,Y
R3CAPYLZ2T4W8U,5,0,0,N,Y
R1BSK3BHFV08FV,5,0,0,N,Y
R23O2662S1DY3D,5,0,0,N,Y
RXU5YHKEE0J26,5,0,0,N,Y
R2199BKNE66JWQ,1,0,0,N,Y
R2A2Z23OZHTJXR,3,5,5,N,Y
RVH67E09V4ZAM,5,1,1,N,N
R2Y4XM1GG8XD6R,4,3,7,N,Y
R20CYE4G7X9XYS,4,0,0,N,Y
R2UDZNOMW99VRY,5,1,1,N,N
R2P1AIBNFKZSMG,1,1,1,N,N
R1WJPXXUE7XC8A,5,0,0,N,Y
R3GHCHEKXUWAWW,4,0,0,N,Y
RJVHBB2QJQQ2S,5,0,1,N,Y
R34KYHAEC68IIV,5,0,0,N,Y
R1HTYPGHGST6EA,1,0,0,N,N
R2S1CUSBFBL0T6,5,0,0,N,Y
RZ6VWFYN9TPRI,4,0,0,N,Y
R3NUD82M992G86,1,8,9,N,N
R1MC8DU5LU8E84,1,14,16,N,Y
R39ILYUMK0XO57,5,0,0,N,Y
R3H19ND3QCDLG0,1,0,0,N,N
RQXRI4UKDX877,5,20,24,Y,N
R1Q0GR5GWJ0UX3,5,0,0,N,Y
R18Q1VO0CCIHQD,5,0,0,N,Y
R7GFXFT45AGXS,1,2,3,N,N
R17KG5PE1R2K2F,5,0,0,N,Y
R35EBIU7ATXXYL,5,0,0,N,Y
R8WB7OXDM7NFA,1,1,2,N,Y
R2KCBQ5AY6HAAB,5,0,1,N,N
RB2NJB82Q6LO6,5,0,0,N,N
RQ0I8DTSOJIL0,5,0,0,N,Y
RQY0V2MWQ7QEO,5,0,0,N,Y
R2DT00K6WH5PZS,2,1,1,N,Y
R2BN9PH9TP88VK,5,0,0,N,N
R3SR26LCHOAGNS,5,5,6,N,N
R1CYY931UM115E,3,4,7,N,Y
R3LMEOVR6KX7XZ,5,0,0,N,Y
RWZ2V85SUOV0T,5,0,0,N,Y
R2L5D9EIGUW3XT,5,0,0,N,Y
R1C6UBR56FXFLA,4,0,0,N,N
R2JE4LE8ESXLI9,5,1,1,N,Y
R2KHUEXGVK4UY5,4,3,3,N,Y
R1484CTVFZO2X5,5,2,3,N,N
RL77GFP4FH6HD,4,0,0,N,N
R271X19NZ5WPIK,5,0,0,N,Y
R3QHOTQF47Q8X7,5,0,0,N,Y
R2LBD4147937PD,4,0,0,N,Y
R1Y7MXL6R9M2AK,2,0,0,N,Y
R2CUZNFLQ3U39U,5,0,0,N,Y
ROSABEG0384B9,5,19,20,N,Y
R3R1YYJULRRYUA,3,0,0,N,N
R4IWA2IMWFLNX,5,4,6,N,Y
R7FW68HD6J4RQ,4,0,0,N,Y
R3P3AYRM01QPO5,5,0,1,N,Y
R3DZOM6XUQS7LV,5,11,11,N,N
R25ZXBRZZQ03XY,4,3,3,N,N
R2A5LVQ8WS5KV0,5,1,2,N,Y
R1Y5KQZDALVJ3E,4,3,4,N,N
R3LTIPFE33M96G,5,0,0,N,Y
R2QY7AL8AR80FV,3,0,0,N,N
R1T92H6TC3V8RV,5,0,0,N,Y
R5YSR826T6UG1,5,0,1,N,Y
R3R3XY1VVMV6C9,4,0,0,N,N
R4JGOX75H2Y5H,2,1,1,N,Y
RGVP8AMI3AUS,4,0,0,N,Y
R6HEAMNFBSRTG,1,0,1,N,N
RSX6BUOC79M1,5,0,0,N,Y
R19WCOMJ8R2DS2,5,8,11,Y,N
R3I4GDPODE0J4Q,5,0,0,N,Y
R2UCUNBNXTVIL5,5,0,0,N,Y
R33S9DW46LZ4O0,5,1,1,N,Y
R1PH1JW00Q0OSB,1,3,14,N,Y
RS0J6493RB910,1,1,1,N,Y
R20BHF0ZZXBMJP,4,2,3,N,Y
R3SGC92XXUV3SV,1,0,0,N,Y
R1SQJ1SOVJVV1S,5,0,0,N,Y
R1N7BGXVUEBFB7,5,2,2,N,Y
R4JDU096MGVQG,4,0,0,N,Y
R2GVTPUEVA10U9,5,0,0,N,Y
R2NP6H5BVKNBQJ,5,0,0,N,Y
R34WWB8SCZ4R2K,1,3,3,N,Y
R12XLMT33H7WVU,4,0,0,N,Y
R3E5TNEY656DNM,5,0,0,N,Y
R3ML6JO2JKSY23,5,0,0,N,Y
R3V4NO41HBGV54,5,1,1,N,Y
RR34GBSU55AJJ,1,1,1,N,Y
R3W4OWG0ZU9TJR,4,0,0,N,N
R1ZTGSVO9WLH1U,5,0,0,N,Y
RU12YH8XAP4AA,5,1,1,N,Y
RMMRVD9KS06TY,5,0,0,N,Y
R2GSFA2HODFCI6,5,0,0,N,Y
R1UBINY40O6L39,5,0,0,N,Y
R1G153J4ZODQHN,5,0,0,N,Y
R2LAFYOS7NOH7U,4,0,0,N,Y
R1FZMHI118PJ4M,5,0,0,N,Y
R3NKNNN8IZP688,5,0,0,N,Y
RQ2NNFTEP2W46,4,0,0,N,Y
RU72KPZGLXLE3,5,1,1,N,Y
RUYUHTLJUSAEB,5,0,1,N,Y
RC02J40XSWALG,5,0,2,N,N
R28LV3P6T4E32O,5,0,0,N,Y
R1MOH4W93LW0UJ,5,0,1,N,Y
R6X9CGK7BYN7Y,5,0,0,N,N
R24VWLAMZ3S78K,2,0,5,N,Y
R2G2FGEIRGVRLS,1,1,1,N,N
R2DYYQ792BZ6P6,4,0,0,N,Y
R3D0LL5K5A3FJK,4,1,1,N,Y
RN7MACLGB7G57,1,0,0,N,Y
R14AMI49EY3OGE,3,0,0,N,N
R1OOA18RWRHQJW,5,0,0,N,Y
R3BOWUNW1BHUR7,5,0,0,N,Y
R2SL1WJP93BYVH,1,0,0,N,Y
R1YMJZ7AUCDNP6,5,3,4,N,Y
R30HT3H83TQ63V,5,0,0,N,Y
R1HFO5KXMNMVJ6,4,0,0,N,Y
R1NHNP6F6NPM9A,4,0,0,N,Y
R2T3FFKMBOZUHF,1,3,5,N,N
R7H1WX56SX3FY,3,0,0,N,Y
R1IO05D3GVE2BW,5,1,1,N,Y
R1OM3V0I76NRN7,3,14,20,N,Y
R3L7B4N9GQ2X54,5,0,0,N,N
R3IWQ26TWDV5TB,4,0,0,N,Y
RYQGG54KOMXHZ,5,1,1,N,Y
R3SUEJ7OIGXFD2,5,0,0,N,Y
R2PRQRZ2KKE85T,3,2,2,N,Y
R28TL791ME290O,4,0,0,N,Y
R3I0I4LYBTBNJE,1,3,3,N,Y
R2NC63727KBI20,5,0,0,N,Y
R2CP9HGJUCL9QQ,4,4,4,N,Y
RLEKHBQF0ZQ4I,5,0,1,N,Y
R3IEC2AE3J861Y,5,0,0,N,Y
R2R688X402IM8Q,5,0,0,N,Y
R74NW4T16E2OV,5,0,0,N,Y
RMV18T7OWMK86,5,0,0,N,Y
R94QZZ2R0Z2AA,5,2,2,N,N
R2WK437JUY6JAB,2,0,0,N,Y
R3V6SSVT27JNQS,5,9,10,N,Y
RU3HUSW32X52W,5,0,0,N,Y
RZF7MX24D37L8,5,1,1,N,Y
RXF7M5YQLYWM0,2,0,0,N,Y
R280Q2Z3AY9EQ1,5,0,0,N,Y
RKDRM1FX53BUM,5,0,0,N,Y
R2AXAX73IVYPFX,3,0,0,N,Y
R3OQVZOJVI8DHK,5,0,0,N,N
R1GBOEN6SNRV5R,5,0,0,N,Y
R2GBC7Z9UW04DY,5,0,0,N,Y
R3LGWHXST4U49W,5,0,0,N,Y
R2NDXPDVV6A86L,5,0,4,N,Y
R1E07JV8JPZZ57,3,0,0,N,Y
RVBN81EHGYG2S,1,1,1,N,Y
R3OJWI0RXPLD2I,5,1,1,N,Y
R3R48AKXEO7QE1,3,0,1,N,Y
R3MS74Y3G6KRM4,5,1,2,N,Y
R2C9JCXIAL7XDD,5,0,0,N,Y
RVJE08YQWPIHB,5,0,0,N,Y
R36PX3MLKFT5U1,4,1,1,Y,N
RNTRO74OJZC46,5,0,0,N,Y
RZYIOK73DMPSJ,3,6,8,N,Y
RZOCHU53V6KPQ,5,0,0,N,N
R3FBUITJC99XFL,5,0,0,N,N
R14H763A7ONSTU,5,0,0,N,Y
R18VYK20R0CW06,4,0,0,N,N
R285E1E7KHNG47,5,0,2,N,N
R4CQ6HIRXQ9TN,5,16,16,N,Y
R3GWP7XTAHO5KS,5,0,0,N,Y
RO8ZTYXX38QMI,5,0,0,N,Y
R32IE9EP934NSS,4,3,3,N,N
R2H5WY0YQFIAUY,1,2,2,N,Y
R1YIOKWJRSGK9Y,1,0,0,N,Y
R2PJDUST0KBD7T,1,4,4,N,N
R2CJKTFWZ1A5WR,5,0,0,N,Y
R3CHGWFP7BMOBU,5,0,0,N,N
R1EML1K1P2FT2T,5,0,1,N,Y
R3S2PPPQXX0IM9,5,1,1,N,Y
R1EXP32SU5YNUH,5,0,0,N,Y
R6N60XL1YC608,5,0,0,N,Y
R2G4T3INCC2D1T,1,0,0,N,Y
R19ES6EXP7JRD7,5,0,0,N,Y
R31T0O194PBSA4,5,0,0,N,Y
R1AH5Q01AMRF4Y,5,0,0,N,Y
R2ESBLJSZGELUK,1,4,5,N,N
R1MN0EGU7M5Z5F,5,0,0,N,Y
R2D5U7TWL9M7SQ,5,1,1,N,Y
R30ZQ65A00Z0T2,5,0,0,N,Y
R11RSIIKX1HB1E,5,0,0,N,Y
R579QGNWQ0TGC,1,2,2,N,N
R25COQUTLWR935,4,8,9,N,N
R2R8GBQ06ONCZK,5,0,0,N,Y
R13UZTUMY15KM7,4,0,0,N,N
R3GQCHV2J1PSN,3,0,0,N,N
R32S0JA03DE1BX,2,0,1,N,N
R1OW8NHYSRDCBJ,4,0,1,N,Y
R3JATOY7BB77EY,5,1,1,N,N
R34SRQOMQ7G3IS,5,0,0,N,Y
RQQG1MA5KG8GN,1,1,1,N,N
R31DO2HIOKKE2B,1,2,19,N,Y
R3H5NG2Z1NVRAG,4,0,0,N,Y
R2C3H5YLZD8WXX,3,0,0,N,N
RYBA777YMRMTN,5,0,0,N,Y
R1JHCP6CCYLOCJ,5,5,5,N,Y
RCZES5L0AKN3Z,4,0,0,N,N
R1KWWG4KCDMAHG,5,0,0,N,Y
R1LV4HZKF1COWJ,1,3,4,N,N
R21J1T2G64OGQR,5,1,1,N,Y
R1DP7WOMETC2H9,1,0,0,N,Y
R295R84S874PA4,4,0,0,N,Y
R2PQRQA2S5MVDH,1,10,11,N,N
R3NFJ8K441VV3G,1,1,1,N,N
R27A9KNCMJ9TT1,5,6,9,N,Y
RRTN14FZ0A8L8,4,12,13,N,Y
R2VBNC3O1OYXBT,5,0,0,N,Y
R3PFRET4ZR0B1V,1,0,0,N,Y
R2S2IX1FXGSOJO,5,0,0,N,Y
R215NI3MZ786IG,2,0,0,N,Y
R314DF0LI9DWZK,1,2,3,N,Y
R3RDYIEKT1EZLQ,5,0,0,N,Y
R3A9SBD9HF884X,4,3,3,N,Y
R2EIERO1A0KUZQ,5,0,0,N,Y
RQ1BRKOOIK5JT,5,0,0,N,Y
RYQWO8V0A1S3R,5,0,0,N,Y
R3FZLKJ2SN4BFS,4,0,0,N,Y
R22VMP8P0YK266,5,0,1,N,Y
R2WTKCU6KLG3FP,1,10,17,N,N
RETOCVL0G83WB,5,0,0,N,Y
R1ZOTM8XQA9WD7,4,0,0,N,Y
R8D6UWGQAH5WC,4,0,0,N,Y
R3A0YDLXLKZN89,5,0,0,N,Y
R2T5LYHKJ3H8N8,5,2,2,N,Y
R2I9O084UIWLKC,3,0,0,N,N
RPQ04KFXJUIN9,3,1,4,N,N
